brand,model_name,variant,price_inr,price_on_road_chennai,mileage_value,mileage_unit,tank_capacity_l,service_cost_per_year_avg,engine_cc_num,power_bhp,torque_nm,top_speed,ground_clearance_mm,boot_space_l,sunroof_yes,cruise_control_yes,adas_level_num,airbags_num,body_type,fuel_type,mileage,tank_capacity,service_cost_per_year,engine_cc,power,torque,transmission_type,drive_type,ground_clearance,seating_capacity,sunroof_moonroof,cruise_control,airbags,adas_levels,boot_space
Hyundai,Grand i10 Nios,Sportz Dual Tone 1.2 Petrol MT,831000,₹8.31 Lakh,18.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,Petrol,18 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Asta 1.2 Petrol MT,876000,₹8.76 Lakh,18.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,Petrol,18 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Sportz 1.2 Petrol AMT,866000,₹8.66 Lakh,16.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,Petrol,16 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Asta 1.2 Petrol AMT,937000,₹9.37 Lakh,16.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,Petrol,16 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Magna 1.2 CNG MT,849000,₹8.49 Lakh,27.0,km/kg,37.0,,1197.0,68.0,95.2,155 kmph,165.0,260.0,0.0,0.0,0,4,Hatchback,CNG,27 km/kg,37 litres (Petrol) + 60L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95.2 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,No,"4 (Dual Front, Side Front)",Not Available,260 litres
Hyundai,Grand i10 Nios,Sportz 1.2 CNG MT,898000,₹8.98 Lakh,27.0,km/kg,37.0,,1197.0,68.0,95.2,155 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,CNG,27 km/kg,37 litres (Petrol) + 60L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95.2 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Sportz Duo 1.2 CNG MT,907000,₹9.07 Lakh,27.0,km/kg,37.0,,1197.0,68.0,95.2,155 kmph,165.0,260.0,1.0,1.0,0,6,Hatchback,CNG,27 km/kg,37 litres (Petrol) + 60L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95.2 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,Yes (Dual-tone),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Mahindra,Bolero Neo,N4,979000,₹9.79 Lakh,17.3,kmpl,50.0,,1493.0,99.0,260.0,150 kmph,,384.0,0.0,1.0,0,2,SUV,Diesel,17.3 kmpl,50 litres,,1493 cc,99 bhp @ 3750 rpm,260 Nm @ 1750-2250 rpm,5-Speed Manual,RWD,,7,No,Yes,2 (Dual Front),Not Available,384 litres
Mahindra,Bolero Neo,N8,1049000,₹10.49 Lakh,17.3,kmpl,50.0,,1493.0,99.0,260.0,150 kmph,,384.0,0.0,1.0,0,2,SUV,Diesel,17.3 kmpl,50 litres,,1493 cc,99 bhp @ 3750 rpm,260 Nm @ 1750-2250 rpm,5-Speed Manual,RWD,,7,No,Yes,2 (Dual Front),Not Available,384 litres
Mahindra,Bolero Neo,N10,1129000,₹11.29 Lakh,17.3,kmpl,50.0,,1493.0,99.0,260.0,150 kmph,,384.0,0.0,1.0,0,2,SUV,Diesel,17.3 kmpl,50 litres,,1493 cc,99 bhp @ 3750 rpm,260 Nm @ 1750-2250 rpm,5-Speed Manual,RWD,,7,No,Yes,2 (Dual Front),Not Available,384 litres
Mahindra,Bolero Neo,N11,1159000,₹11.59 Lakh,17.3,kmpl,50.0,,1493.0,99.0,260.0,150 kmph,,384.0,0.0,1.0,0,2,SUV,Diesel,17.3 kmpl,50 litres,,1493 cc,99 bhp @ 3750 rpm,260 Nm @ 1750-2250 rpm,5-Speed Manual,RWD,,7,No,Yes,2 (Dual Front),Not Available,384 litres
Mahindra,Bolero Neo Plus,P4,1239000,₹12.39 Lakh,14.0,kmpl,57.0,,2184.0,118.0,280.0,140 kmph,,180.0,0.0,0.0,0,2,SUV,Diesel,14 kmpl,57 litres,,2184 cc,118 bhp @ 3750 rpm,280 Nm @ 1600-2800 rpm,6-Speed Manual,RWD,,9,No,No,2 (Dual Front),Not Available,180 litres
Mahindra,Bolero Neo Plus,P10,1359000,₹13.59 Lakh,14.0,kmpl,57.0,,2184.0,118.0,280.0,140 kmph,,180.0,0.0,0.0,0,2,SUV,Diesel,14 kmpl,57 litres,,2184 cc,118 bhp @ 3750 rpm,280 Nm @ 1600-2800 rpm,6-Speed Manual,RWD,,9,No,No,2 (Dual Front),Not Available,180 litres
Mahindra,XUV700,MX Petrol MT 7S,1719000,₹17.19 Lakh,13.0,kmpl,60.0,,1999.0,197.0,380.0,185 kmph,,240.0,0.0,0.0,0,2,SUV,Petrol,13 kmpl,60 litres,,1999 cc,197 bhp @ 5000 rpm,380 Nm @ 1750-3000 rpm,6-Speed Manual,FWD,,7,No,No,2,Not Available,240 litres
Mahindra,XUV700,AX3 Petrol MT 5S,1839000,₹18.39 Lakh,14.0,kmpl,60.0,,1999.0,197.0,380.0,185 kmph,,240.0,0.0,1.0,0,4,SUV,Petrol,14 kmpl,60 litres,,1999 cc,197 bhp @ 5000 rpm,380 Nm @ 1750-3000 rpm,6-Speed Manual,FWD,,5,No,Yes,4,Not Available,240 litres
Mahindra,XUV700,AX3 Diesel MT 7S,2009000,₹20.09 Lakh,16.0,kmpl,60.0,,2198.0,182.0,420.0,185 kmph,,240.0,0.0,1.0,0,4,SUV,Diesel,16 kmpl,60 litres,,2198 cc,182 bhp @ 3500 rpm,420 Nm @ 1600-2800 rpm,6-Speed Manual,FWD,,7,No,Yes,4,Not Available,240 litres
Mahindra,XUV700,AX5 Diesel AT 7S,2289000,₹22.89 Lakh,16.0,kmpl,60.0,,2198.0,182.0,450.0,185 kmph,,240.0,0.0,1.0,0,4,SUV,Diesel,16 kmpl,60 litres,,2198 cc,182 bhp @ 3500 rpm,450 Nm @ 1750-2800 rpm,6-Speed Automatic,FWD,,7,Panoramic,Yes,4,Not Available,240 litres
Mahindra,XUV700,AX7 Petrol AT 7S,2589000,₹25.89 Lakh,13.0,kmpl,60.0,,1999.0,197.0,380.0,190 kmph,,240.0,0.0,1.0,1,6,SUV,Petrol,13 kmpl,60 litres,,1999 cc,197 bhp @ 5000 rpm,380 Nm @ 1750-3000 rpm,6-Speed Automatic,FWD,,7,Panoramic,Yes,6,Level 1 ADAS,240 litres
Mahindra,XUV700,AX7L Petrol AT 7S,2985000,₹29.85 Lakh,13.0,kmpl,60.0,,1999.0,197.0,380.0,190 kmph,,240.0,0.0,,2,7,SUV,Petrol,13 kmpl,60 litres,,1999 cc,197 bhp @ 5000 rpm,380 Nm @ 1750-3000 rpm,6-Speed Automatic,FWD,,7,Panoramic,Adaptive,7,Level 2 ADAS,240 litres
Mahindra,XUV700,AX5 Diesel AT AWD 7S,2789000,₹27.89 Lakh,15.0,kmpl,60.0,,2198.0,182.0,450.0,185 kmph,,240.0,0.0,1.0,0,6,SUV,Diesel,15 kmpl,60 litres,,2198 cc,182 bhp @ 3500 rpm,450 Nm @ 1750-2800 rpm,6-Speed Automatic,AWD,,7,Panoramic,Yes,6,Not Available,240 litres
Mahindra,XUV700,AX7 Diesel AT AWD 7S,3184000,₹31.84 Lakh,15.0,kmpl,60.0,,2198.0,182.0,450.0,190 kmph,,240.0,0.0,,2,7,SUV,Diesel,15 kmpl,60 litres,,2198 cc,182 bhp @ 3500 rpm,450 Nm @ 1750-2800 rpm,6-Speed Automatic,AWD,,7,Panoramic,Adaptive,7,Level 2 ADAS,240 litres
Mahindra,XUV700,AX7L Diesel AT AWD 7S (Ebony Edition),3184000,₹31.84 Lakh,15.0,kmpl,60.0,,2198.0,182.0,450.0,190 kmph,,240.0,0.0,,2,7,SUV,Diesel,15 kmpl,60 litres,,2198 cc,182 bhp @ 3500 rpm,450 Nm @ 1750-2800 rpm,6-Speed Automatic,AWD,,7,Panoramic,Adaptive,7,Level 2 ADAS,240 litres
Mahindra,Scorpio-N,Z2 Diesel MT 7S,1680000,₹16.8 Lakh,15.0,kmpl,57.0,,2198.0,172.0,400.0,165 kmph,,460.0,0.0,0.0,0,2,SUV,Diesel,15 kmpl,57 litres,,2198 cc,172 bhp @ 3500 rpm,400 Nm @ 1750-2750 rpm,6-Speed Manual,RWD,,7,No,No,2,Not Available,460 litres
Mahindra,Scorpio-N,Z4 Diesel MT 7S,1845000,₹18.45 Lakh,15.0,kmpl,57.0,,2198.0,172.0,400.0,165 kmph,,460.0,0.0,1.0,0,4,SUV,Diesel,15 kmpl,57 litres,,2198 cc,172 bhp @ 3500 rpm,400 Nm @ 1750-2750 rpm,6-Speed Manual,RWD,,7,No,Yes,4,Not Available,460 litres
Mahindra,Scorpio-N,Z6 Diesel AT 7S,2125000,₹21.25 Lakh,15.0,kmpl,57.0,,2198.0,172.0,400.0,165 kmph,,460.0,0.0,1.0,0,6,SUV,Diesel,15 kmpl,57 litres,,2198 cc,172 bhp @ 3500 rpm,400 Nm @ 1750-2750 rpm,6-Speed Automatic,RWD,,7,No,Yes,6,Not Available,460 litres
Mahindra,Scorpio-N,Z8 Diesel AT 4WD 7S,2417000,₹24.17 Lakh,14.0,kmpl,57.0,,2198.0,172.0,400.0,165 kmph,,460.0,1.0,1.0,0,6,SUV,Diesel,14 kmpl,57 litres,,2198 cc,172 bhp @ 3500 rpm,400 Nm @ 1750-2750 rpm,6-Speed Automatic,4WD,,7,Yes,Yes,6,Not Available,460 litres
Mahindra,Scorpio-N,Z8L Diesel AT 4WD 7S,2715000,₹27.15 Lakh,14.0,kmpl,57.0,,2198.0,172.0,400.0,165 kmph,,460.0,1.0,1.0,0,6,SUV,Diesel,14 kmpl,57 litres,,2198 cc,172 bhp @ 3500 rpm,400 Nm @ 1750-2750 rpm,6-Speed Automatic,4WD,,6,Yes,Yes,6,Not Available,460 litres
Mahindra,Scorpio-N,Z8L Petrol AT 7S,2300000,₹23.00 Lakh,12.0,kmpl,57.0,,1997.0,200.0,380.0,170 kmph,,460.0,1.0,1.0,0,6,SUV,Petrol,12 kmpl,57 litres,,1997 cc,200 bhp @ 5000 rpm,380 Nm @ 1750-3000 rpm,6-Speed Automatic,RWD,,7,Yes,Yes,6,Not Available,460 litres
Mahindra,Thar,AX MT 4WD,1088000,₹10.88 Lakh,15.0,kmpl,60.0,,2000.0,150.0,320.0,160 kmph,,300.0,0.0,0.0,0,2,SUV,Petrol,15 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,5-Speed Manual,4WD,,4,No,No,2,Not Available,300 litres
Mahindra,Thar,LX MT 4WD,1156000,₹11.56 Lakh,15.0,kmpl,60.0,,2000.0,150.0,320.0,160 kmph,,300.0,0.0,1.0,0,2,SUV,Petrol,15 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,5-Speed Manual,4WD,,4,No,Yes,2,Not Available,300 litres
Mahindra,Thar,AX Diesel MT 4WD,1198000,₹11.98 Lakh,17.0,kmpl,60.0,,2184.0,130.0,300.0,160 kmph,,300.0,0.0,0.0,0,2,SUV,Diesel,17 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,5-Speed Manual,4WD,,4,No,No,2,Not Available,300 litres
Mahindra,Thar,LX Diesel MT 4WD,1266000,₹12.66 Lakh,17.0,kmpl,60.0,,2184.0,130.0,300.0,160 kmph,,300.0,0.0,1.0,0,2,SUV,Diesel,17 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,5-Speed Manual,4WD,,4,No,Yes,2,Not Available,300 litres
Mahindra,Thar,AX MT 2WD,965000,₹9.65 Lakh,17.0,kmpl,60.0,,2000.0,150.0,320.0,160 kmph,,300.0,0.0,0.0,0,2,SUV,Petrol,17 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,5-Speed Manual,2WD,,4,No,No,2,Not Available,300 litres
Mahindra,Thar,LX Diesel MT 2WD,1114000,₹11.14 Lakh,19.0,kmpl,60.0,,2184.0,130.0,300.0,160 kmph,,300.0,0.0,1.0,0,2,SUV,Diesel,19 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,5-Speed Manual,2WD,,4,No,Yes,2,Not Available,300 litres
Mahindra,Thar ROXX,MX MT 4WD,1299000,₹12.99 Lakh,14.0,kmpl,60.0,,2000.0,150.0,320.0,170 kmph,,340.0,,1.0,0,6,SUV,Petrol,14 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,5-Speed Manual,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,MX Petrol AT 4WD,1459000,₹14.59 Lakh,13.0,kmpl,60.0,,2000.0,150.0,320.0,170 kmph,,340.0,,1.0,0,6,SUV,Petrol,13 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,6-Speed Automatic,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,AX Diesel MT 4WD,1399000,₹13.99 Lakh,16.0,kmpl,60.0,,2184.0,130.0,300.0,170 kmph,,340.0,,1.0,0,6,SUV,Diesel,16 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,5-Speed Manual,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,AX Diesel AT 4WD,1539000,₹15.39 Lakh,15.0,kmpl,60.0,,2184.0,130.0,300.0,170 kmph,,340.0,,1.0,0,6,SUV,Diesel,15 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,6-Speed Automatic,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,MX Petrol MT 2WD,1199000,₹11.99 Lakh,16.0,kmpl,60.0,,2000.0,150.0,320.0,170 kmph,,340.0,,1.0,0,6,SUV,Petrol,16 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,5-Speed Manual,2WD,,5,Hardtop,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,AX Diesel MT 2WD,1299000,₹12.99 Lakh,18.0,kmpl,60.0,,2184.0,130.0,300.0,170 kmph,,340.0,,1.0,0,6,SUV,Diesel,18 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,5-Speed Manual,2WD,,5,Hardtop,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,LX Petrol AT 4WD,1609000,₹16.09 Lakh,13.0,kmpl,60.0,,2000.0,150.0,320.0,170 kmph,,340.0,,1.0,0,6,SUV,Petrol,13 kmpl,60 litres,,2000 cc,150 bhp @ 5500 rpm,320 Nm @ 2000-3500 rpm,6-Speed Automatic,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,Thar ROXX,LX Diesel AT 4WD,1749000,₹17.49 Lakh,15.0,kmpl,60.0,,2184.0,130.0,300.0,170 kmph,,340.0,,1.0,0,6,SUV,Diesel,15 kmpl,60 litres,,2184 cc,130 bhp @ 3500 rpm,300 Nm @ 1400-2400 rpm,6-Speed Automatic,4WD,,5,Soft Top,Yes,6,Not Available,340 litres
Mahindra,XUV 3X0,MX1 Petrol MT,835000,₹8.35 Lakh,18.89,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,0.0,0,6,SUV,Petrol,18.89 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,5-Speed Manual,FWD,,5,No,No,6,Not Available,364 litres
Mahindra,XUV 3X0,REVX M Petrol MT,919000,₹9.19 Lakh,18.89,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Petrol,18.89 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX2 Pro Petrol MT,977000,₹9.77 Lakh,18.89,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Petrol,18.89 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX3 Petrol MT,1001000,₹10.01 Lakh,18.89,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Petrol,18.89 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX2 Pro Petrol AT,1068000,₹10.68 Lakh,17.96,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Petrol,17.96 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,6-Speed Automatic,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX5 Petrol MT,1119000,₹11.19 Lakh,18.89,kmpl,42.0,,1197.0,109.96,200.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Petrol,18.89 kmpl,42 litres,,1197 cc,109.96 bhp @ 5000 rpm,200 Nm @ 1500-3500 rpm,5-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX7 Turbo Petrol MT,1320000,₹13.20 Lakh,17.56,kmpl,42.0,,1197.0,128.73,230.0,175 kmph,,364.0,0.0,1.0,2,6,SUV,Petrol,17.56 kmpl,42 litres,,1197 cc,128.73 bhp @ 5000 rpm,230 Nm @ 1500-3750 rpm,5-Speed Manual,FWD,,5,Panoramic,Yes,6,Level 2 ADAS,364 litres
Mahindra,XUV 3X0,AX7 L Turbo Petrol AT,1655000,₹16.55 Lakh,17.1,kmpl,42.0,,1197.0,128.73,230.0,175 kmph,,364.0,0.0,1.0,2,6,SUV,Petrol,17.1 kmpl,42 litres,,1197 cc,128.73 bhp @ 5000 rpm,230 Nm @ 1500-3750 rpm,6-Speed Automatic,FWD,,5,Panoramic,Yes,6,Level 2 ADAS,364 litres
Mahindra,XUV 3X0,MX2 Diesel MT,1005000,₹10.05 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,0.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,No,No,6,Not Available,364 litres
Mahindra,XUV 3X0,MX2 Pro Diesel MT,1065000,₹10.65 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX3 Diesel MT,1102000,₹11.02 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX3 Pro Diesel MT,1158000,₹11.58 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,MX3 Diesel AMT,1200000,₹12.00 Lakh,19.8,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,19.8 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,6-Speed Automatic,FWD,,5,No,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX5 Diesel MT,1220000,₹12.20 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX5 Diesel AMT,1300000,₹13.00 Lakh,19.8,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,19.8 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,6-Speed Automatic,FWD,,5,Panoramic,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX7 Diesel MT,1390000,₹13.90 Lakh,20.6,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,20.6 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,5-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,364 litres
Mahindra,XUV 3X0,AX7 Diesel AMT,1470000,₹14.70 Lakh,19.8,kmpl,42.0,,1498.0,115.05,250.0,170 kmph,,364.0,0.0,1.0,0,6,SUV,Diesel,19.8 kmpl,42 litres,,1498 cc,115.05 bhp @ 3750 rpm,250 Nm @ 1500-2500 rpm,6-Speed Automatic,FWD,,5,Panoramic,Yes,6,Not Available,364 litres
MG,Hector,Style Petrol MT,1620000,₹16.20 Lakh,13.3,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,0.0,0,2,SUV,Petrol,13.30 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,5,No,No,2,Not Available,587 litres
MG,Hector,Shine Pro Petrol MT,1833000,₹18.33 Lakh,13.3,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,4,SUV,Petrol,13.30 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,5,No,Yes,4,Not Available,587 litres
MG,Hector,Select Pro Petrol MT,1870000,₹18.70 Lakh,13.3,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,4,SUV,Petrol,13.30 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,5,Panoramic,Yes,4,Not Available,587 litres
MG,Hector,Smart Pro Petrol MT,1952000,₹19.52 Lakh,13.3,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,6,SUV,Petrol,13.30 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Hector,Sharp Pro Petrol MT,2120000,₹21.20 Lakh,13.3,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,6,SUV,Petrol,13.30 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Hector,Shine Pro Petrol CVT,1988000,₹19.88 Lakh,12.34,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,4,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,5,No,Yes,4,Not Available,587 litres
MG,Hector,Smart Pro Petrol CVT,2159000,₹21.59 Lakh,12.34,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,6,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Hector,Sharp Pro Petrol CVT,2324000,₹23.24 Lakh,12.34,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,6,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Hector,Shine Pro Diesel MT,2041000,₹20.41 Lakh,16.17,kmpl,60.0,,1956.0,170.0,350.0,185 kmph,,587.0,0.0,1.0,0,4,SUV,Diesel,16.17 kmpl,60 litres,,1956 cc,170 bhp @ 3750 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,5,No,Yes,4,Not Available,587 litres
MG,Hector,Sharp Pro Diesel MT,2360000,₹23.60 Lakh,16.17,kmpl,60.0,,1956.0,170.0,350.0,185 kmph,,587.0,0.0,1.0,0,6,SUV,Diesel,16.17 kmpl,60 litres,,1956 cc,170 bhp @ 3750 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Hector,Savvy Pro Petrol CVT,2398000,₹23.98 Lakh,12.34,kmpl,60.0,,1451.0,143.0,250.0,180 kmph,,587.0,0.0,1.0,0,6,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,143 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,5,Panoramic,Yes,6,Not Available,587 litres
MG,Astor,Core 1.3L Petrol MT,1189000,₹11.89 Lakh,18.2,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,0.0,0,2,SUV,Petrol,18.2 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,5-Speed Manual,FWD,,5,No,No,2,Not Available,441 litres
